vin,model,mfg_year,fuel_type
9M55CUKE,Tata Ultra,2020,LNG
HX6SGQ3E,Tata Ultra,2018,Diesel
A2EPR9AR,Tata Ultra,2014,CNG
ZMR9W3A1,Volvo VNL,2022,LNG
RJ2E6SWM,Freightliner M2,2024,Diesel
E1CDBW9P,Freightliner M2,2012,LNG
13N6YH0M,Volvo VNL,2013,CNG
DQ2FH969,Isuzu N-Series,2019,CNG
4ECQ2I57,Tata Ultra,2005,Electric
1MYZYSJ7,Ashok Leyland Dost,2008,Diesel
VF8RD1XW,Isuzu N-Series,2022,Diesel
HN71KE9L,Freightliner M2,2021,Diesel
E9YT0TD6,Tata Ultra,2007,CNG
NLYN7E41,Isuzu N-Series,2011,Diesel
6GNVPXUT,Tata Ultra,2024,Diesel
DRRQQAGR,Volvo VNL,2023,CNG
YMTGC17T,Freightliner M2,2013,Diesel
MMY6Z0IF,Ashok Leyland Dost,2025,Diesel
GMPOG451,Isuzu N-Series,2021,Diesel
2IZGF4US,Volvo VNL,2007,Electric
V1FPE077,Volvo VNL,2017,Diesel
TW2JV76E,Ashok Leyland Dost,2023,LNG
B85QWBVA,Freightliner M2,2020,LNG
IFI1FQJN,Isuzu N-Series,2014,LNG
HGSA2FGC,Volvo VNL,2013,Diesel
C6QEY54Z,Tata Ultra,2023,CNG
K2HYGTA7,Isuzu N-Series,2025,CNG
PFVEXOI0,Isuzu N-Series,2022,CNG
USV36248,Isuzu N-Series,2005,Diesel
SDR0962H,Volvo VNL,2018,Diesel
QMQXA95D,Isuzu N-Series,2012,LNG
1QE3DVPV,Freightliner M2,2023,LNG
Z84A9T5V,Isuzu N-Series,2009,Electric
C1ZGKDL3,Freightliner M2,2010,Diesel
WMFS6TCQ,Volvo VNL,2017,Electric
VAGY3HQK,Isuzu N-Series,2021,Electric
DHPG6STS,Isuzu N-Series,2020,Diesel
LUNV7WKN,Tata Ultra,2014,Electric
88FBFGAQ,Volvo VNL,2015,Diesel
YAJELG4W,Volvo VNL,2023,Electric
Y3J9BIY3,Volvo VNL,2014,CNG
C52J89MP,Freightliner M2,2015,LNG
BLVBZY2A,Volvo VNL,2021,CNG
VWXFJ6I0,Freightliner M2,2024,Electric
FB4LF14D,Freightliner M2,2008,LNG
0NQV21OE,Ashok Leyland Dost,2017,CNG
M66BAJPC,Volvo VNL,2014,Diesel
MQI177SV,Ashok Leyland Dost,2020,Electric
4QPAC3P4,Ashok Leyland Dost,2012,CNG
XHC2O3IX,Tata Ultra,2019,Diesel
9E79TCSG,Ashok Leyland Dost,2006,Diesel
KWFF7BAO,Tata Ultra,2018,Electric
CEWXTAOC,Ashok Leyland Dost,2023,Diesel
D831HRX6,Tata Ultra,2014,Electric
UKRWXU4P,Freightliner M2,2018,Diesel
LCPHUS66,Volvo VNL,2009,LNG
4ONIASC0,Isuzu N-Series,2016,LNG
CGBAVGHJ,Freightliner M2,2011,LNG
1KCJC1RU,Tata Ultra,2024,CNG
P2FX9M1R,Tata Ultra,2019,Electric
1F4ICTNK,Freightliner M2,2015,Diesel
8QNYKC82,Tata Ultra,2023,Electric
XT1KL3NX,Ashok Leyland Dost,2016,Electric
GDCYD63G,Freightliner M2,2013,CNG
CCASGW2U,Ashok Leyland Dost,2016,CNG
ABLR83RH,Volvo VNL,2010,Electric
J55FD9ZN,Tata Ultra,2012,Electric
68SWOVUA,Isuzu N-Series,2012,Diesel
WUE3RLZG,Volvo VNL,2010,CNG
4TPE661S,Freightliner M2,2017,LNG
DXJDFLUL,Tata Ultra,2020,Diesel
0Y5T6GF4,Freightliner M2,2014,CNG
RD3Z2Q1D,Volvo VNL,2018,CNG
AOC3R916,Tata Ultra,2024,CNG
LHWZCGQ6,Isuzu N-Series,2014,Diesel
L2ICUZCH,Ashok Leyland Dost,2009,LNG
OHG9MH40,Ashok Leyland Dost,2025,LNG
PYKOR297,Tata Ultra,2011,Electric
O4NXMLG6,Ashok Leyland Dost,2008,Electric
5VA79E78,Isuzu N-Series,2024,LNG
4XAL7LI6,Isuzu N-Series,2014,CNG
KU1YOGG7,Ashok Leyland Dost,2011,Electric
L3TG4C9H,Freightliner M2,2023,LNG
164M5KSF,Freightliner M2,2012,Diesel
KLE1WRB4,Ashok Leyland Dost,2009,CNG
TIBX2Q8D,Ashok Leyland Dost,2008,CNG
SBJT35T5,Ashok Leyland Dost,2018,CNG
AS1ZMTIR,Volvo VNL,2019,LNG
ZTLTJDO7,Isuzu N-Series,2007,CNG
8CUD2X08,Volvo VNL,2022,Electric
PJL6Q60U,Ashok Leyland Dost,2015,CNG
I88ZSJMY,Tata Ultra,2025,CNG
DN59RKYN,Ashok Leyland Dost,2011,Electric
7ETDQ074,Volvo VNL,2017,CNG
YM4ISR9P,Volvo VNL,2007,Electric
Z122V1DB,Isuzu N-Series,2014,LNG
NJ2O8VUT,Tata Ultra,2008,Electric
ZMTIPAB8,Volvo VNL,2005,CNG
1UX8VADT,Tata Ultra,2016,Electric
8KKCYOMW,Isuzu N-Series,2024,Electric
PIVKZU3Z,Freightliner M2,2013,Diesel
70YOUB5S,Isuzu N-Series,2023,CNG
5MOCZCHH,Volvo VNL,2020,CNG
VTJ3F0EZ,Ashok Leyland Dost,2017,LNG
V7EZS4I0,Ashok Leyland Dost,2018,CNG
880MD2MZ,Tata Ultra,2012,Diesel
W0ET7EUA,Volvo VNL,2010,Diesel
XFFQ5PRP,Ashok Leyland Dost,2019,LNG
CURS3K2G,Isuzu N-Series,2012,Electric
PZCJ273E,Ashok Leyland Dost,2009,CNG
5M6MKOJB,Isuzu N-Series,2018,Electric
86EPYCOJ,Tata Ultra,2012,CNG
QP6KQII9,Ashok Leyland Dost,2005,Electric
MYTLGH6O,Freightliner M2,2023,LNG
RIPKY3ZF,Freightliner M2,2016,Diesel
DUMUA7IB,Tata Ultra,2018,Electric
GN1RJEVO,Ashok Leyland Dost,2010,Electric
HWUI9GP4,Isuzu N-Series,2008,CNG
TIO10LXM,Tata Ultra,2021,CNG
OL7DFOI7,Ashok Leyland Dost,2007,LNG
F7WGXX8I,Isuzu N-Series,2024,CNG
7T2QSJL7,Tata Ultra,2022,Electric
9KM31BQG,Ashok Leyland Dost,2021,LNG
K6Q5UMZ5,Isuzu N-Series,2021,LNG
DU10ZCV7,Ashok Leyland Dost,2019,CNG
W9KH7JGQ,Isuzu N-Series,2014,Diesel
SIIUPE8G,Volvo VNL,2018,Diesel
2JGJL313,Volvo VNL,2013,LNG
ZRT5788A,Volvo VNL,2016,LNG
SBLE0VY4,Isuzu N-Series,2019,Electric
B1Z0HRLD,Freightliner M2,2009,Diesel
WOL0EILA,Tata Ultra,2006,LNG
Y7WBZWFI,Freightliner M2,2005,Electric
C028WB71,Tata Ultra,2017,LNG
8DTKNDUW,Ashok Leyland Dost,2005,LNG
F90XFLHH,Isuzu N-Series,2007,LNG
K996SN50,Freightliner M2,2023,Electric
RHC5QLHZ,Volvo VNL,2025,Diesel
DYOKCWMW,Ashok Leyland Dost,2025,Diesel
1I690DW0,Isuzu N-Series,2021,CNG
M3W77UGP,Volvo VNL,2010,Electric
E742CVSX,Volvo VNL,2023,LNG
C5ERWRFQ,Freightliner M2,2018,Electric
QUGFFBQQ,Isuzu N-Series,2010,Diesel
DMC8TZ9P,Volvo VNL,2018,CNG
J2F7I4EK,Isuzu N-Series,2018,Electric
DR9OVF1J,Freightliner M2,2008,Diesel
ZHLS1C58,Freightliner M2,2013,Electric
UTAIP3WS,Isuzu N-Series,2013,LNG
0L6LGWHZ,Ashok Leyland Dost,2017,Electric
1R5I8G2M,Ashok Leyland Dost,2011,Electric
93YGUVX1,Volvo VNL,2008,LNG
QPLM9ORM,Freightliner M2,2024,LNG
BE8QYYDS,Volvo VNL,2011,Diesel
GAXOZ8FT,Tata Ultra,2018,CNG
884PBEPF,Ashok Leyland Dost,2020,Diesel
I40SFN0H,Tata Ultra,2025,CNG
0NQID5B2,Freightliner M2,2017,Electric
MWPR4KYU,Volvo VNL,2016,Electric
AMLM0TNO,Ashok Leyland Dost,2013,LNG
2FJDVZ05,Ashok Leyland Dost,2008,Electric
NWTNHYDC,Volvo VNL,2013,LNG
H2DEF7PT,Freightliner M2,2012,Diesel
9MY17282,Volvo VNL,2025,Electric
RTLEECUR,Freightliner M2,2021,LNG
B8Z9G2HY,Ashok Leyland Dost,2021,Electric
UMHHHNCZ,Isuzu N-Series,2013,Diesel
1L5V8IJ1,Isuzu N-Series,2010,Electric
2NCJE0O5,Volvo VNL,2005,CNG
4547KMVT,Freightliner M2,2005,CNG
09VJ36IK,Ashok Leyland Dost,2018,CNG
7G72A3JT,Tata Ultra,2022,Electric
MAR75GZ4,Volvo VNL,2016,Electric
JYQWER2H,Isuzu N-Series,2010,CNG
X93EB7DE,Isuzu N-Series,2015,Electric
QVPJ929P,Ashok Leyland Dost,2010,LNG
PVADN92B,Ashok Leyland Dost,2013,CNG
ZD27I49L,Tata Ultra,2017,LNG
B1IA58JA,Ashok Leyland Dost,2013,LNG
YNEOFM47,Tata Ultra,2020,LNG
AESSOLOD,Freightliner M2,2016,LNG
YD03B916,Ashok Leyland Dost,2013,Electric
OZF2638J,Ashok Leyland Dost,2021,Diesel
15WCII2R,Isuzu N-Series,2016,Electric
GYSCAZON,Volvo VNL,2013,LNG
92TZZE36,Freightliner M2,2023,Diesel
5JWHJBBP,Isuzu N-Series,2020,LNG
YRQPZ0UJ,Tata Ultra,2007,LNG
MJH7BOMB,Tata Ultra,2013,LNG
QL4QY63O,Ashok Leyland Dost,2011,LNG
M3CK1CHQ,Volvo VNL,2010,LNG
IAQWUVEU,Isuzu N-Series,2007,CNG
WV4ERLSU,Volvo VNL,2023,Electric
4RBUHVCO,Volvo VNL,2012,Diesel
6OS98HS9,Volvo VNL,2023,Diesel
1PMVX65A,Ashok Leyland Dost,2025,Electric
1BM44JJB,Volvo VNL,2019,Electric
2EWYTOQR,Ashok Leyland Dost,2009,Diesel
2TKHC6FB,Isuzu N-Series,2008,Diesel
R7Y7AXVB,Freightliner M2,2021,LNG
0FEMU9II,Freightliner M2,2012,Diesel
50AAEG88,Freightliner M2,2016,Electric
54WK2PMP,Volvo VNL,2017,Electric
J9TJ1AA6,Freightliner M2,2012,Diesel
FYNID3IH,Freightliner M2,2018,Diesel
L19K0KOG,Freightliner M2,2024,CNG
XIBSQPAQ,Volvo VNL,2005,LNG
JYRQ5OWO,Freightliner M2,2014,Diesel
L6KQ5YTW,Ashok Leyland Dost,2022,CNG
M6Q07S0B,Freightliner M2,2021,LNG
APZ6MWO2,Ashok Leyland Dost,2020,Electric
XEORMO5K,Volvo VNL,2017,CNG
1LOO5SHZ,Volvo VNL,2016,Electric
YCDJZVYZ,Isuzu N-Series,2006,Diesel
0ISZLQWW,Ashok Leyland Dost,2015,LNG
UIT2FF4F,Freightliner M2,2010,Electric
KTCHFQKO,Freightliner M2,2014,Diesel
0YESAZHZ,Volvo VNL,2023,Diesel
JVZCTHAA,Ashok Leyland Dost,2022,LNG
E1LFKM55,Tata Ultra,2009,Diesel
BA86C4BV,Isuzu N-Series,2012,Diesel
5FHAKJSB,Isuzu N-Series,2005,CNG
LBP9NIBJ,Volvo VNL,2013,LNG
7HIAEZAG,Freightliner M2,2020,CNG
9YDS5MPK,Freightliner M2,2010,CNG
XED5123X,Freightliner M2,2022,Diesel
3KSMZ7H2,Freightliner M2,2011,Diesel
SIISM6W5,Volvo VNL,2012,CNG
ZQFO7IYL,Ashok Leyland Dost,2007,Electric
T6MGRDZC,Freightliner M2,2013,CNG
JFIGWY4J,Ashok Leyland Dost,2024,Diesel
J4W345PM,Isuzu N-Series,2010,LNG
WPGM1XZO,Ashok Leyland Dost,2016,Diesel
7L235AD4,Ashok Leyland Dost,2010,LNG
DVK6HXMF,Freightliner M2,2018,Electric
ZO43HWAM,Isuzu N-Series,2021,Electric
4Z00T3P2,Ashok Leyland Dost,2021,LNG
S64UBB50,Tata Ultra,2023,LNG
CQDW88Z1,Isuzu N-Series,2022,LNG
J0KAGW8N,Freightliner M2,2015,Diesel
D7YI9FMG,Freightliner M2,2025,CNG
NDYKIJ2U,Tata Ultra,2010,CNG
YI3Q44O8,Isuzu N-Series,2016,CNG
X76TBFUZ,Freightliner M2,2017,Electric
IU2DLJ6Z,Freightliner M2,2017,CNG
RUB3RJNL,Isuzu N-Series,2020,Diesel
WLMCV3PW,Ashok Leyland Dost,2011,Electric
YU4AKQ9Z,Isuzu N-Series,2019,LNG
BXD42QQN,Tata Ultra,2014,LNG
DUQXU8VR,Volvo VNL,2012,Electric
CDYWQSTB,Volvo VNL,2024,CNG
CLZFD817,Ashok Leyland Dost,2019,LNG
0LRRBT4C,Isuzu N-Series,2009,LNG
NTXJKP04,Volvo VNL,2014,CNG
P03Q3KQP,Volvo VNL,2025,CNG
88RSAT77,Tata Ultra,2006,CNG
BQXOS20S,Freightliner M2,2018,Electric
YTXD5NGQ,Tata Ultra,2016,Diesel
AO0BX4U4,Freightliner M2,2011,CNG
FZ19Q4Q2,Freightliner M2,2020,Electric
DXZUMC2S,Ashok Leyland Dost,2008,Diesel
R0PZ3GVL,Isuzu N-Series,2012,Diesel
N795MCZI,Isuzu N-Series,2025,CNG
K792V2QA,Isuzu N-Series,2020,CNG
1WMGAPG2,Tata Ultra,2020,Electric
D87C6C4K,Tata Ultra,2022,LNG
RGHYS9H6,Isuzu N-Series,2016,LNG
CQMPLI3H,Ashok Leyland Dost,2025,CNG
N9DAK8PI,Volvo VNL,2009,LNG
LGFM5BCP,Volvo VNL,2017,CNG
2DJMOW0E,Volvo VNL,2006,Diesel
47VHKS3Y,Volvo VNL,2021,CNG
8S9H3DS7,Freightliner M2,2017,Diesel
RQS4L3D0,Volvo VNL,2020,LNG
LX5LVZAG,Isuzu N-Series,2025,Electric
I46GURJ1,Freightliner M2,2023,LNG
ZOLKTVLG,Freightliner M2,2021,LNG
KMB42QYF,Ashok Leyland Dost,2010,CNG
NEYEDN1J,Volvo VNL,2008,LNG
7DBYZ0SH,Ashok Leyland Dost,2020,Diesel
0OGGELGC,Freightliner M2,2023,LNG
X4OL9HD3,Isuzu N-Series,2015,Electric
91C9TRTT,Volvo VNL,2019,LNG
I0C1H65I,Freightliner M2,2007,Diesel
R7TFVMS0,Freightliner M2,2010,Electric
023JK8Y4,Isuzu N-Series,2019,Diesel
WPOMN04O,Volvo VNL,2005,LNG
HZ2QQKQ3,Ashok Leyland Dost,2019,CNG
1R6OFK8Y,Freightliner M2,2017,Diesel
PZTAKT9C,Ashok Leyland Dost,2022,LNG
JV3KFS5Y,Ashok Leyland Dost,2021,Diesel
3XY2QJCP,Ashok Leyland Dost,2013,CNG
3WJCFUSD,Ashok Leyland Dost,2012,LNG
2K1DDDBM,Isuzu N-Series,2014,LNG
G49YABER,Isuzu N-Series,2020,CNG
ANQOY5AF,Volvo VNL,2022,LNG
2B5ODWQO,Freightliner M2,2016,CNG
TECOZW7P,Isuzu N-Series,2017,CNG
TH09IM6O,Volvo VNL,2010,LNG
KL14M95V,Isuzu N-Series,2023,LNG
O1HJ5VNW,Freightliner M2,2005,Diesel
U1ILJFYA,Volvo VNL,2013,LNG
Z9LEOZXR,Freightliner M2,2015,LNG
0DMTS0A7,Tata Ultra,2009,Electric
QRHL3FMZ,Ashok Leyland Dost,2024,Diesel
P3P5KHH3,Volvo VNL,2011,Diesel
87UEX34Q,Freightliner M2,2019,CNG
DWY5GKIH,Volvo VNL,2011,LNG
RBTICG0B,Ashok Leyland Dost,2017,CNG
6U5Y94Y0,Volvo VNL,2015,CNG
1EHPYPKR,Ashok Leyland Dost,2017,Electric
WUTZH6QK,Tata Ultra,2006,CNG
C4XM5U20,Volvo VNL,2020,LNG
NA06JKNC,Freightliner M2,2010,CNG
R8P27B1L,Isuzu N-Series,2023,CNG
90PCVLGR,Volvo VNL,2011,LNG
NZM2IHHS,Tata Ultra,2013,LNG
NJYX4TF4,Freightliner M2,2018,Diesel
TWMTSGJ6,Isuzu N-Series,2005,CNG
2MZ4ONES,Tata Ultra,2023,CNG
T462D4QK,Tata Ultra,2008,LNG
28BALURW,Volvo VNL,2011,LNG
ZMQBBAQ8,Volvo VNL,2022,Electric
4EJNWZHX,Freightliner M2,2013,Diesel
XC11TQ3D,Isuzu N-Series,2016,Diesel
ZBTOG4IN,Tata Ultra,2014,Electric
4W6044GO,Tata Ultra,2023,LNG
9FMJ3RGA,Tata Ultra,2024,CNG
DP673R31,Isuzu N-Series,2008,CNG
5Q5PTPB2,Freightliner M2,2007,Diesel
36YSCRUM,Tata Ultra,2011,Electric
LO7WP3RH,Isuzu N-Series,2017,Electric
62GJJXOY,Freightliner M2,2022,Diesel
HNMIYC5N,Ashok Leyland Dost,2016,CNG
K64GYDVQ,Volvo VNL,2018,LNG
E2ZORDQ7,Ashok Leyland Dost,2012,Diesel
DS9E4RN4,Tata Ultra,2013,LNG
5QMHTGQH,Freightliner M2,2009,LNG
VB5G1ZLS,Volvo VNL,2005,CNG
W39TY37I,Ashok Leyland Dost,2023,CNG
8SBB8C8X,Freightliner M2,2020,Diesel
52INVUM8,Ashok Leyland Dost,2011,Diesel
KC0V3AJV,Tata Ultra,2020,LNG
TEYQJEA0,Isuzu N-Series,2010,CNG
ZFDEK8EL,Volvo VNL,2008,Electric
O8DRQL9V,Volvo VNL,2008,Electric
ZPZ3PLXJ,Tata Ultra,2008,Electric
GNHC7Y98,Volvo VNL,2020,Electric
M4OG6LMY,Ashok Leyland Dost,2023,LNG
R1BMKHCX,Ashok Leyland Dost,2011,Diesel
L9VNOM2G,Ashok Leyland Dost,2014,Electric
CI3300R8,Isuzu N-Series,2020,Electric
0K9QPYW8,Tata Ultra,2011,Electric
JP5K8D5O,Isuzu N-Series,2016,Electric
R9FN85Y7,Tata Ultra,2020,LNG
ZSTUWO36,Volvo VNL,2013,CNG
9TZTCDHQ,Isuzu N-Series,2024,LNG
2KRE0ZAO,Isuzu N-Series,2011,Electric
JVB0DTJX,Freightliner M2,2009,Electric
H4N6TR7P,Freightliner M2,2022,Diesel
A0CSIKWX,Isuzu N-Series,2011,CNG
KQYSYZSK,Freightliner M2,2012,LNG
FVH0HT0C,Freightliner M2,2021,Electric
OLJ382ZW,Tata Ultra,2023,Diesel
EL390ITX,Ashok Leyland Dost,2005,Diesel
SOBJ3V78,Freightliner M2,2019,CNG
RBU97IBU,Freightliner M2,2021,Electric
FHVVG3SR,Ashok Leyland Dost,2007,Electric
N3P7ZTKU,Isuzu N-Series,2022,CNG
C4CIJ78F,Tata Ultra,2008,LNG
YAUC3IVM,Freightliner M2,2018,Electric
6P65O306,Volvo VNL,2021,Electric
E3PB3ZRR,Freightliner M2,2012,Electric
NQMYWA9N,Tata Ultra,2023,CNG
XJCW5052,Freightliner M2,2013,CNG
OPC4GZZO,Volvo VNL,2018,Diesel
MZ838XGG,Tata Ultra,2016,LNG
VKOHTJT0,Ashok Leyland Dost,2020,Electric
2M1DF7EO,Tata Ultra,2010,Electric
H2R6T3CS,Ashok Leyland Dost,2023,CNG
4CFZ2JSD,Isuzu N-Series,2020,LNG
Q706FTT7,Ashok Leyland Dost,2008,LNG
8UU86IRN,Ashok Leyland Dost,2012,Electric
5RHQHP6E,Isuzu N-Series,2008,LNG
VPL7O8RV,Isuzu N-Series,2007,Diesel
THUQSA7J,Volvo VNL,2024,Electric
KYMO7BGC,Freightliner M2,2009,Diesel
VI1W99JH,Volvo VNL,2017,LNG
PC5ICOPK,Tata Ultra,2016,Diesel
EDYOK7BO,Isuzu N-Series,2022,LNG
2S2WQ9F8,Ashok Leyland Dost,2023,CNG
OH85WQOJ,Freightliner M2,2005,LNG
MUKBP1XM,Tata Ultra,2011,Electric
GK0Q5JW6,Volvo VNL,2016,LNG
WS4MNIED,Volvo VNL,2025,Electric
TGLY9E9U,Ashok Leyland Dost,2019,Diesel
MD8LA7DG,Freightliner M2,2021,LNG
1W6SF0DD,Freightliner M2,2016,Electric
50JDA289,Isuzu N-Series,2020,CNG
K24WGB5I,Isuzu N-Series,2009,CNG
V5JGILGU,Freightliner M2,2022,Diesel
F0REXXOV,Isuzu N-Series,2006,Electric
Y3H73KJ1,Isuzu N-Series,2024,CNG
ZBBVIX9D,Volvo VNL,2009,LNG
TMMVCPH1,Volvo VNL,2014,CNG
KXEDZ24L,Freightliner M2,2007,Diesel
JYEXE3LH,Isuzu N-Series,2008,Electric
ZLAARK3S,Volvo VNL,2007,Diesel
S2R1QQNN,Freightliner M2,2011,CNG
7AWIOPFY,Ashok Leyland Dost,2023,LNG
X1X6JZC5,Tata Ultra,2005,Electric
AQ7AABSA,Volvo VNL,2011,LNG
ZY3YFYIK,Tata Ultra,2020,CNG
F7DND99L,Ashok Leyland Dost,2010,Electric
M4CJUZPZ,Ashok Leyland Dost,2017,Electric
YRWP2INH,Isuzu N-Series,2015,Electric
9L2DWG2S,Freightliner M2,2014,Diesel
FOGJWPAP,Volvo VNL,2010,Diesel
WVC8DDQG,Freightliner M2,2023,Electric
E6AB0QSL,Volvo VNL,2023,CNG
PCI85L58,Tata Ultra,2015,LNG
SSAWS0CO,Tata Ultra,2011,CNG
J2YPRGJH,Isuzu N-Series,2018,Electric
USO18SGK,Ashok Leyland Dost,2014,Diesel
X5WW55J6,Freightliner M2,2019,CNG
NDG3CXTL,Tata Ultra,2008,Electric
175TRUK2,Freightliner M2,2024,LNG
ENAOADDW,Volvo VNL,2024,CNG
N2CUHM00,Tata Ultra,2023,LNG
Z049N3TB,Isuzu N-Series,2017,Diesel
A0ZG6YTL,Tata Ultra,2013,CNG
INWLY7RU,Ashok Leyland Dost,2014,CNG
NSRWZ3G9,Ashok Leyland Dost,2016,LNG
A9MNAMCY,Isuzu N-Series,2010,Diesel
Z3HWO8BJ,Isuzu N-Series,2020,CNG
JJES5R2Y,Tata Ultra,2025,Diesel
6S9LN6D5,Volvo VNL,2014,Electric
MZEV4L6P,Ashok Leyland Dost,2007,CNG
6X0NXAQS,Volvo VNL,2018,CNG
958H9975,Freightliner M2,2015,CNG
WLFRLXAT,Ashok Leyland Dost,2008,Diesel
0A284HCH,Volvo VNL,2012,CNG
PV6LH91L,Tata Ultra,2014,LNG
PEBCTJQ2,Isuzu N-Series,2011,CNG
X21WZR16,Isuzu N-Series,2020,LNG
H0QXV4WS,Tata Ultra,2010,CNG
XRZKAWJ6,Ashok Leyland Dost,2014,LNG
1ZRROVRL,Freightliner M2,2009,Diesel
JLW05ITK,Ashok Leyland Dost,2011,LNG
LFVK0DP3,Tata Ultra,2025,Electric
KUC4HLH3,Volvo VNL,2011,Diesel
EVH57TAI,Freightliner M2,2005,CNG
TJWGMZK6,Freightliner M2,2011,Electric
EHYTPR75,Freightliner M2,2024,LNG
WNWKZ9TV,Volvo VNL,2006,CNG
M5CSVM10,Tata Ultra,2021,Diesel
BQI881EW,Tata Ultra,2025,Diesel
7PV2PNOY,Tata Ultra,2020,CNG
ANIUIZK6,Freightliner M2,2019,LNG
KVZQ2YEJ,Volvo VNL,2010,Diesel
NJMRBYRD,Volvo VNL,2014,Diesel
9CCVD8DX,Tata Ultra,2016,LNG
A1P4RV2G,Freightliner M2,2019,LNG
2670MVD2,Volvo VNL,2022,CNG
7K8Z9FH6,Tata Ultra,2022,Electric
X1XK13Y4,Tata Ultra,2013,Diesel
KIRM2NOW,Freightliner M2,2020,CNG
PQFI77ID,Isuzu N-Series,2010,LNG
AJCPTNTF,Volvo VNL,2025,Electric
OYX73G6H,Isuzu N-Series,2013,Electric
91EBYEL5,Freightliner M2,2022,Diesel
3SP8L1C6,Volvo VNL,2024,Electric
SMJ2VFP1,Freightliner M2,2013,Diesel
DIAY718Y,Volvo VNL,2007,CNG
RVHH3QD6,Ashok Leyland Dost,2012,Electric
XSH8CB13,Freightliner M2,2015,CNG
TE6YJQMS,Volvo VNL,2009,CNG
N14UPIBD,Ashok Leyland Dost,2022,Diesel
RW4PW9TT,Volvo VNL,2017,LNG
258WW36F,Volvo VNL,2017,LNG
K1APSRFF,Freightliner M2,2019,LNG
MAR2P7S8,Isuzu N-Series,2007,Diesel
F5V0VAF0,Ashok Leyland Dost,2005,Electric
BR5YQLVK,Isuzu N-Series,2025,LNG
Z4GUK5FF,Tata Ultra,2012,Electric
1250JM2C,Volvo VNL,2022,CNG
KROI9E9X,Tata Ultra,2009,LNG
C1D5VRQU,Ashok Leyland Dost,2016,LNG
2W43BAOF,Freightliner M2,2021,LNG
8MX5CHKU,Volvo VNL,2007,CNG
34JI4U54,Tata Ultra,2022,Diesel
OI5X17LI,Freightliner M2,2021,Electric
2YYJ4LL5,Isuzu N-Series,2023,Electric
48LJPT8N,Isuzu N-Series,2018,CNG
P2VRMRKW,Volvo VNL,2017,Diesel
FTS4TY3C,Tata Ultra,2021,CNG
JW6F9N0Z,Ashok Leyland Dost,2009,LNG
2OXVAO9G,Freightliner M2,2009,CNG
AE7VXLYY,Isuzu N-Series,2009,LNG
ODFS9GU5,Freightliner M2,2005,CNG
02W3GQER,Tata Ultra,2012,CNG
8D9VYVSW,Isuzu N-Series,2009,LNG
E63LME0Z,Freightliner M2,2024,Diesel
179JUGXX,Tata Ultra,2014,CNG
VAJ36KV5,Freightliner M2,2005,Electric
72W7YSZG,Volvo VNL,2007,Electric
KKSI8V2N,Volvo VNL,2024,CNG
FPYAIC1C,Tata Ultra,2022,CNG
K4M4HOW6,Ashok Leyland Dost,2020,LNG
HEVXE271,Isuzu N-Series,2011,CNG
P8AWLX30,Ashok Leyland Dost,2012,Electric
1TAY76SL,Volvo VNL,2010,LNG
DE7HVWSM,Ashok Leyland Dost,2019,Diesel
K3ZTVG83,Tata Ultra,2008,Electric
Y27DPMV1,Ashok Leyland Dost,2009,Electric
623GNCV3,Tata Ultra,2006,Electric
EK4E8RLY,Tata Ultra,2021,CNG
0GTVXSTG,Ashok Leyland Dost,2021,LNG
NAPJ70WK,Volvo VNL,2025,Diesel
WYJ7HWT6,Tata Ultra,2015,Diesel
W0NOJI7P,Volvo VNL,2015,LNG
TE71WTCF,Tata Ultra,2015,LNG
K5YGN61S,Volvo VNL,2011,Electric
VP6GA866,Tata Ultra,2022,Diesel
A8X9SMU3,Volvo VNL,2005,LNG
U4ZAIFIO,Ashok Leyland Dost,2010,CNG
1VYO9D2E,Freightliner M2,2007,CNG
ZA0ADO83,Isuzu N-Series,2005,CNG
Z3SL4RMO,Freightliner M2,2013,Diesel
D2ZJ8S6L,Ashok Leyland Dost,2007,Diesel
8908YR6I,Tata Ultra,2016,Diesel
6YIOMAFU,Isuzu N-Series,2008,CNG
H7GJDNTJ,Tata Ultra,2016,Diesel
5JCPWYGD,Isuzu N-Series,2014,Electric
MQQICF36,Isuzu N-Series,2023,Electric
VA5ACADT,Freightliner M2,2018,Diesel
G5B295IM,Freightliner M2,2016,CNG
VSU0UNGT,Volvo VNL,2023,Diesel
XW4LUJJZ,Isuzu N-Series,2024,Electric
2YXDSBQY,Isuzu N-Series,2008,CNG
OUBRRIG4,Isuzu N-Series,2012,LNG
3TNABY69,Ashok Leyland Dost,2023,LNG
QEO1DY50,Freightliner M2,2017,Diesel
OPYLUUBW,Volvo VNL,2012,CNG
DBYQ5216,Tata Ultra,2012,LNG
5XZZV7ZO,Volvo VNL,2025,CNG
154WE1XQ,Tata Ultra,2006,LNG
TVTY92IX,Isuzu N-Series,2007,Diesel
S7Q1CRK5,Volvo VNL,2010,Electric
PDZGBQYH,Tata Ultra,2009,LNG
0PDM9W6K,Ashok Leyland Dost,2006,Diesel
XICYZVTC,Freightliner M2,2019,Electric
RL3XSS7S,Freightliner M2,2025,LNG
V1JSYR6B,Freightliner M2,2016,CNG
SS8E2MHR,Volvo VNL,2021,CNG
16SD20I0,Isuzu N-Series,2013,Electric
NZ0R9IWU,Freightliner M2,2005,CNG
