vin,model,mfg_year,fuel_type
X6H76WR6,Tata Ultra,2021,LNG
32NL4VB3,Freightliner M2,2014,CNG
VY6VMH8X,Ashok Leyland Dost,2005,LNG
N6PGYP4S,Isuzu N-Series,2017,LNG
U4HMWP3A,Tata Ultra,2021,Diesel
7E32297J,Isuzu N-Series,2019,CNG
CNPI3F2O,Freightliner M2,2020,Diesel
WE1RCH0V,Volvo VNL,2021,Diesel
XD9GQKOZ,Ashok Leyland Dost,2024,CNG
GOFVXEIL,Ashok Leyland Dost,2022,Diesel
XVZ4UIAS,Ashok Leyland Dost,2010,CNG
J55791EJ,Tata Ultra,2013,LNG
YTGT4IE0,Volvo VNL,2008,CNG
2ZKJOZ0C,Ashok Leyland Dost,2016,CNG
4S0B0J86,Volvo VNL,2025,CNG
H6V6M04M,Isuzu N-Series,2012,CNG
M361YMUD,Tata Ultra,2021,CNG
YJ6WFIVX,Freightliner M2,2013,CNG
NL1YPH2H,Volvo VNL,2019,Electric
OVH71XLS,Tata Ultra,2017,Diesel
7AG9PJHN,Ashok Leyland Dost,2020,Electric
R5L3QZ2P,Isuzu N-Series,2015,CNG
LDCF4STS,Isuzu N-Series,2024,Electric
JLTNAVYG,Volvo VNL,2012,LNG
OTSWSWFR,Ashok Leyland Dost,2014,Electric
17IU5RMV,Ashok Leyland Dost,2006,Diesel
KBM9DFVB,Freightliner M2,2025,LNG
P07ZSEM2,Ashok Leyland Dost,2009,Electric
1PLQUUTD,Volvo VNL,2024,LNG
E0Z2ZYJU,Tata Ultra,2006,CNG
SA3TH213,Volvo VNL,2022,Electric
GOFWK8DY,Ashok Leyland Dost,2015,Electric
B6BTBGS3,Volvo VNL,2021,Electric
JP3JOA6R,Isuzu N-Series,2023,Electric
PPSKC80D,Ashok Leyland Dost,2021,Electric
8HAAB5NX,Volvo VNL,2014,LNG
48AQWCAZ,Tata Ultra,2005,LNG
GM70UP1C,Volvo VNL,2017,Diesel
NJ0706BZ,Volvo VNL,2017,Diesel
COVZOXIR,Freightliner M2,2019,LNG
0RZ2MRNM,Volvo VNL,2010,LNG
PWIJ5O00,Tata Ultra,2020,Electric
JKJZNH3C,Isuzu N-Series,2013,Electric
IQ1RAKJJ,Ashok Leyland Dost,2007,Electric
FUBYO2D2,Freightliner M2,2008,Diesel
IG20UYCL,Tata Ultra,2012,Electric
YX3RAP5I,Volvo VNL,2025,LNG
F7MHVISF,Freightliner M2,2020,LNG
Q9JTQ2KT,Freightliner M2,2020,Electric
5ROD0VKJ,Isuzu N-Series,2016,Electric
YODKTTCW,Isuzu N-Series,2015,Electric
NOT7BELG,Freightliner M2,2009,CNG
55VZM38I,Tata Ultra,2018,Diesel
P6Z0RYWN,Volvo VNL,2006,Diesel
2UQCUQXG,Ashok Leyland Dost,2015,CNG
FR3ZV8TE,Isuzu N-Series,2008,CNG
W37AMMPO,Freightliner M2,2025,LNG
ADISL3PC,Tata Ultra,2025,Electric
3C8SFQQK,Ashok Leyland Dost,2022,CNG
DUHJMFD3,Isuzu N-Series,2018,CNG
91EC9SQ7,Freightliner M2,2009,Electric
E178UBTG,Tata Ultra,2023,Diesel
4MZLVN4N,Freightliner M2,2008,Electric
XD3M5BCL,Isuzu N-Series,2025,Diesel
5Y8Z3BTN,Ashok Leyland Dost,2018,LNG
VX9671Z3,Ashok Leyland Dost,2007,CNG
8MARZAUJ,Ashok Leyland Dost,2025,LNG
DXLKT4JX,Volvo VNL,2010,Diesel
U2VTRLJE,Ashok Leyland Dost,2023,CNG
5KENRBV8,Freightliner M2,2024,Diesel
AO652V0Z,Freightliner M2,2021,Electric
DBLVLA99,Freightliner M2,2016,LNG
SHK0S8C2,Isuzu N-Series,2016,CNG
D9VTHPN7,Volvo VNL,2021,CNG
IH7CCJB0,Tata Ultra,2014,CNG
89JKR3JI,Freightliner M2,2016,LNG
8HI07A9V,Tata Ultra,2020,Diesel
H5BSV49X,Freightliner M2,2019,LNG
9EES9LBE,Ashok Leyland Dost,2018,CNG
OE9RBB83,Ashok Leyland Dost,2017,Diesel
D8QXYUT5,Isuzu N-Series,2017,Diesel
669F9QH1,Ashok Leyland Dost,2005,LNG
F08S5LKU,Freightliner M2,2022,Diesel
8QKA57FP,Freightliner M2,2017,CNG
4J04WM15,Ashok Leyland Dost,2011,CNG
UL6HBSJR,Freightliner M2,2009,LNG
1EA66OLS,Tata Ultra,2024,CNG
3JS48CE1,Ashok Leyland Dost,2021,LNG
IAD3DRVQ,Volvo VNL,2006,Electric
42TAQ27Q,Freightliner M2,2022,Electric
B3TGQ9TP,Volvo VNL,2009,Electric
KXWROPDI,Tata Ultra,2015,CNG
WYRSE99M,Ashok Leyland Dost,2023,Electric
28ZQB5MK,Tata Ultra,2007,Electric
OV7LFVG2,Isuzu N-Series,2014,LNG
53GSNO0G,Freightliner M2,2013,LNG
6VTCFM1C,Volvo VNL,2011,LNG
BL4UPTC9,Volvo VNL,2022,Diesel
8DOJGV2R,Tata Ultra,2011,Electric
90RPSKKJ,Freightliner M2,2007,CNG
IJ0LQHBF,Ashok Leyland Dost,2025,CNG
PFFOVDZK,Volvo VNL,2006,Electric
LDF5D64O,Tata Ultra,2023,LNG
LPA7HTCT,Isuzu N-Series,2008,Diesel
Q1FP71J8,Freightliner M2,2022,Electric
NX6ZZ5HU,Freightliner M2,2014,Electric
5A8OTBK4,Ashok Leyland Dost,2018,Diesel
RT240VQF,Volvo VNL,2012,Electric
SO0NQPBC,Volvo VNL,2017,Electric
UIM6PN8P,Volvo VNL,2017,LNG
LONVYHCB,Tata Ultra,2019,Electric
NSCKS07S,Isuzu N-Series,2011,LNG
TDE2O4KH,Ashok Leyland Dost,2022,Diesel
37LY7BY6,Tata Ultra,2007,CNG
DIDBWQMK,Tata Ultra,2021,CNG
6DPA63AC,Volvo VNL,2011,Electric
T9UTGDMQ,Ashok Leyland Dost,2012,CNG
S9LCRFE6,Freightliner M2,2022,Electric
PZB8FCBF,Tata Ultra,2009,Electric
2XRI1SCT,Isuzu N-Series,2016,Diesel
27RQ2ZTE,Tata Ultra,2024,Electric
QJ5VPLHE,Tata Ultra,2018,CNG
M6HY2PBW,Isuzu N-Series,2022,Electric
WUPIOA5Q,Tata Ultra,2023,Diesel
VDPNEQ4C,Ashok Leyland Dost,2024,Electric
FFOXCRGY,Isuzu N-Series,2019,Electric
L8LJFN1Z,Tata Ultra,2011,Electric
3ZBFJ2S6,Isuzu N-Series,2015,Diesel
DG8TWEI0,Volvo VNL,2014,LNG
O6WCBLQN,Isuzu N-Series,2021,CNG
5I6F5RG6,Freightliner M2,2019,LNG
LQK5B862,Volvo VNL,2021,LNG
G2MUVYF7,Tata Ultra,2025,LNG
71900KOV,Volvo VNL,2008,CNG
VUOJDANR,Tata Ultra,2007,LNG
WDOXAB5P,Ashok Leyland Dost,2008,LNG
T93BRMZI,Ashok Leyland Dost,2016,Diesel
SCSTVGIC,Freightliner M2,2009,Diesel
BEKO3898,Tata Ultra,2025,Electric
RZG5DO17,Volvo VNL,2013,Diesel
F2DIO8IT,Ashok Leyland Dost,2017,Diesel
0HC7NT4T,Tata Ultra,2010,Diesel
VVKWSP16,Tata Ultra,2010,LNG
PIM34DZP,Isuzu N-Series,2014,LNG
PGDYQ964,Volvo VNL,2017,CNG
ZRWCLC4Q,Tata Ultra,2012,LNG
AG8TU59H,Ashok Leyland Dost,2013,Diesel
YX16H5QN,Ashok Leyland Dost,2023,Electric
SKDW10EK,Ashok Leyland Dost,2017,CNG
82IV5YGE,Ashok Leyland Dost,2008,Electric
VR0XF8FI,Volvo VNL,2021,Diesel
QTWJLMUN,Tata Ultra,2006,Diesel
F5OF1QGL,Volvo VNL,2010,Diesel
MC8V30V5,Freightliner M2,2009,CNG
DF16QSLP,Volvo VNL,2017,CNG
165AD0YB,Freightliner M2,2008,CNG
O85RPB0F,Ashok Leyland Dost,2024,CNG
FHFMCAEZ,Tata Ultra,2021,Diesel
YIWL8KXM,Tata Ultra,2013,LNG
LQFYMJ5G,Tata Ultra,2006,Diesel
V708F1FF,Volvo VNL,2024,Diesel
5AW20L8G,Tata Ultra,2015,LNG
S8R907E9,Ashok Leyland Dost,2018,Diesel
IM84IO38,Volvo VNL,2021,LNG
943PM2NJ,Freightliner M2,2014,Diesel
BE7HDKEG,Volvo VNL,2018,Diesel
IYB19OL0,Tata Ultra,2008,CNG
2HGYW0PD,Tata Ultra,2007,Electric
KB1DGOUX,Freightliner M2,2020,Electric
2ATE63X5,Volvo VNL,2009,CNG
TEXJOT3T,Ashok Leyland Dost,2014,Electric
TR8OGRJ7,Freightliner M2,2005,Electric
5OEUYLZF,Isuzu N-Series,2024,Diesel
6OACBNWR,Tata Ultra,2025,Electric
1XQVXMMV,Volvo VNL,2011,LNG
7QS0V26V,Isuzu N-Series,2005,LNG
Z8Z3RCP7,Freightliner M2,2008,Diesel
WFUMO4LE,Isuzu N-Series,2015,Diesel
AO9X0LOW,Volvo VNL,2007,Diesel
R6LPFLNQ,Freightliner M2,2009,CNG
US4R31RE,Tata Ultra,2024,Electric
W6T0IRON,Ashok Leyland Dost,2015,Diesel
HLQKANIK,Tata Ultra,2022,LNG
WA55QKZR,Volvo VNL,2016,Diesel
IUZMLC8H,Freightliner M2,2025,CNG
J74YR92L,Isuzu N-Series,2020,Electric
GY30O2J2,Volvo VNL,2005,CNG
YRXTQUZT,Freightliner M2,2014,Electric
8LXFQDO8,Ashok Leyland Dost,2025,Electric
PD3AH12L,Tata Ultra,2015,CNG
GD8OXA18,Freightliner M2,2008,Diesel
WPUC5Q3O,Isuzu N-Series,2006,CNG
3BUYQ1OU,Isuzu N-Series,2012,Electric
7QRF5LXY,Freightliner M2,2005,LNG
MXYXSZLK,Isuzu N-Series,2022,LNG
OO28LKXM,Isuzu N-Series,2016,LNG
8F7NB712,Volvo VNL,2012,Diesel
HMXPE8A0,Freightliner M2,2008,Diesel
YRM8RFMH,Tata Ultra,2013,Electric
W51W9JQP,Tata Ultra,2011,Electric
H7972HIX,Freightliner M2,2013,Diesel
L737GO0B,Ashok Leyland Dost,2010,CNG
IM1UMDYV,Volvo VNL,2006,Diesel
JF9VMK2K,Freightliner M2,2012,Diesel
JV3U15Q5,Volvo VNL,2019,Electric
GH3X9B56,Isuzu N-Series,2011,LNG
KIH3VIEG,Ashok Leyland Dost,2018,CNG
J19WH7U8,Volvo VNL,2008,LNG
75QEQ0BS,Freightliner M2,2012,Diesel
T1VD0VQF,Tata Ultra,2013,Diesel
P6YIYRBT,Tata Ultra,2005,LNG
Y6APP7SL,Freightliner M2,2016,CNG
SRQM7G09,Ashok Leyland Dost,2017,Diesel
LW1IQGOP,Ashok Leyland Dost,2021,LNG
AOS9GFXW,Volvo VNL,2025,CNG
9165F376,Volvo VNL,2015,CNG
CNBEWDAN,Tata Ultra,2015,CNG
I8TZNPVL,Ashok Leyland Dost,2014,LNG
PSX3CPIX,Isuzu N-Series,2005,CNG
62S5K0LF,Freightliner M2,2005,Electric
HQY9RVRJ,Isuzu N-Series,2012,LNG
0LDRMHUB,Tata Ultra,2020,LNG
HV5MZS3N,Volvo VNL,2005,Electric
MT3AD48H,Volvo VNL,2012,CNG
FI5AIA6E,Tata Ultra,2020,CNG
R5A56MIE,Freightliner M2,2010,Diesel
GO8HHWMV,Isuzu N-Series,2013,CNG
D142V3W7,Freightliner M2,2006,LNG
B4GVQR70,Isuzu N-Series,2023,CNG
2INA3LQH,Tata Ultra,2013,LNG
IFBEF57O,Isuzu N-Series,2011,CNG
CLLFRGU5,Isuzu N-Series,2020,CNG
OIG7NZMW,Freightliner M2,2015,LNG
PRHK3EYR,Volvo VNL,2007,Diesel
I49LTDZH,Volvo VNL,2018,CNG
T0I1L85F,Tata Ultra,2021,LNG
MHOMF83M,Tata Ultra,2010,Electric
OXA2DM02,Volvo VNL,2018,LNG
X5A4UCIF,Ashok Leyland Dost,2023,Electric
KQHRYSBE,Volvo VNL,2017,CNG
RH8HG4CK,Ashok Leyland Dost,2023,CNG
E80FQQKY,Tata Ultra,2011,CNG
RADWZCV0,Tata Ultra,2008,Electric
8H79QM6C,Tata Ultra,2022,Electric
Q97291CW,Tata Ultra,2013,Electric
FZKZ4AEY,Isuzu N-Series,2011,CNG
HVXDUU8W,Tata Ultra,2021,Electric
NAJJH1BE,Tata Ultra,2007,LNG
RGQJHLJ3,Isuzu N-Series,2018,CNG
53BFNSCP,Volvo VNL,2006,Electric
6UWSCCCB,Volvo VNL,2021,LNG
5KXNHZM0,Freightliner M2,2011,Diesel
RIQGT392,Tata Ultra,2007,Diesel
ESCI3MQR,Isuzu N-Series,2016,LNG
R0N2H79G,Ashok Leyland Dost,2007,Electric
EB1EVN0U,Volvo VNL,2015,LNG
L3A69J69,Volvo VNL,2016,Diesel
HL5XB845,Tata Ultra,2023,Diesel
E77KCLOM,Freightliner M2,2018,LNG
0FJL0ZUY,Ashok Leyland Dost,2007,LNG
0RL9LDW7,Freightliner M2,2014,LNG
4G5A9QCP,Isuzu N-Series,2006,LNG
A6H2RL26,Tata Ultra,2006,Diesel
Q01GNNVK,Ashok Leyland Dost,2020,Electric
TV1XLZKL,Isuzu N-Series,2020,LNG
ZCYJC03F,Volvo VNL,2019,CNG
C8121A58,Tata Ultra,2017,Electric
671EC81X,Freightliner M2,2013,CNG
A76I0SLP,Isuzu N-Series,2024,Diesel
RWIB3II2,Freightliner M2,2019,CNG
X7124JKW,Ashok Leyland Dost,2024,LNG
VW32QTFS,Ashok Leyland Dost,2005,CNG
MZKZ1U0C,Tata Ultra,2005,Electric
JUTEKUYR,Tata Ultra,2014,Electric
92WUB2DH,Ashok Leyland Dost,2022,Diesel
4H6PNCHZ,Isuzu N-Series,2008,CNG
CSHSYGJR,Isuzu N-Series,2023,LNG
Y3KKFI72,Tata Ultra,2005,CNG
TEB5BPB9,Ashok Leyland Dost,2020,CNG
0V7S287Y,Freightliner M2,2014,CNG
C6FFYRJS,Ashok Leyland Dost,2007,LNG
8YSU3FN4,Tata Ultra,2015,CNG
00833EOO,Tata Ultra,2013,LNG
0O8JB0XQ,Ashok Leyland Dost,2010,Electric
TN4GMVWY,Ashok Leyland Dost,2023,LNG
5NH78M84,Volvo VNL,2009,Electric
D0HTI9O2,Tata Ultra,2021,CNG
5KVM6V0T,Isuzu N-Series,2018,Electric
4DUO6FBY,Tata Ultra,2009,CNG
MQZUWG0T,Freightliner M2,2022,CNG
10CNUOF2,Tata Ultra,2023,LNG
40PGYZKQ,Ashok Leyland Dost,2021,Electric
5QVAMLIF,Ashok Leyland Dost,2016,Diesel
AGBJTG75,Freightliner M2,2007,Diesel
TUJ4XKDY,Isuzu N-Series,2025,CNG
UOEC7XRQ,Isuzu N-Series,2013,Diesel
UCNTVIXU,Ashok Leyland Dost,2023,Diesel
TDBD8VUL,Tata Ultra,2006,Diesel
S02RIVTR,Tata Ultra,2017,CNG
G2OZ8J3H,Freightliner M2,2024,Diesel
8H5LMNEN,Tata Ultra,2015,LNG
59ZWBIDK,Volvo VNL,2020,CNG
OF2OEONM,Freightliner M2,2007,Electric
45J9W75P,Isuzu N-Series,2018,Electric
7VZOY2C7,Isuzu N-Series,2008,Diesel
36R6N1D2,Tata Ultra,2010,Electric
ETKPIRMX,Volvo VNL,2015,LNG
ZL5IT9DH,Tata Ultra,2014,LNG
GI96YD9X,Volvo VNL,2012,Electric
PVDE853Z,Ashok Leyland Dost,2009,LNG
8LG1KOVR,Tata Ultra,2019,Diesel
X1EWXEM9,Tata Ultra,2022,LNG
N9HR4QZU,Freightliner M2,2020,Diesel
2PK7RMD0,Isuzu N-Series,2014,Diesel
314S5IZS,Tata Ultra,2006,CNG
TKG7LJ67,Freightliner M2,2012,LNG
F4TRN6X2,Ashok Leyland Dost,2022,Electric
YKZLG38A,Tata Ultra,2025,LNG
58N1NPW9,Tata Ultra,2023,Electric
OQSH3MD9,Freightliner M2,2018,Diesel
VZB5GTNR,Tata Ultra,2011,CNG
W1B9K4J8,Ashok Leyland Dost,2006,Electric
MATDAM5J,Tata Ultra,2015,CNG
GBWPMVGM,Freightliner M2,2023,LNG
SQYZ2ZO5,Ashok Leyland Dost,2025,CNG
FBTTN8PU,Volvo VNL,2025,Diesel
KM9X5LOX,Tata Ultra,2005,Electric
V03OB0VM,Ashok Leyland Dost,2012,Diesel
T3EM8ODS,Isuzu N-Series,2017,LNG
Q4E9RQ01,Freightliner M2,2022,Diesel
A3KGYFTC,Tata Ultra,2008,CNG
JQFGEVW0,Ashok Leyland Dost,2019,Diesel
4KI1T4O6,Isuzu N-Series,2020,LNG
HQBR5OPH,Volvo VNL,2015,CNG
MCCAVA5D,Ashok Leyland Dost,2022,Diesel
NTP53PBX,Freightliner M2,2013,CNG
4SG0X0KZ,Freightliner M2,2025,Electric
FFPG8TX1,Volvo VNL,2008,Electric
9PGBMG59,Volvo VNL,2007,Diesel
XEA4F10A,Isuzu N-Series,2009,Diesel
3QQCEF9P,Volvo VNL,2024,CNG
I0BB4O1X,Ashok Leyland Dost,2013,CNG
DFYBTDYS,Volvo VNL,2016,Diesel
OL1PDXLQ,Volvo VNL,2015,CNG
M0PLDF6T,Freightliner M2,2008,Diesel
LEU4NGKU,Freightliner M2,2022,LNG
T45J16E3,Volvo VNL,2018,Electric
JE0BJMGP,Ashok Leyland Dost,2025,CNG
1LZ4WKLA,Freightliner M2,2023,LNG
RG47WUY8,Freightliner M2,2021,Electric
6MM9JEMW,Ashok Leyland Dost,2011,LNG
WVWKX2EZ,Volvo VNL,2005,LNG
6WX1FVM7,Volvo VNL,2017,Diesel
0175BG09,Isuzu N-Series,2024,CNG
U671PZAE,Ashok Leyland Dost,2015,LNG
A9AO6BH0,Ashok Leyland Dost,2011,CNG
ZOM285A4,Isuzu N-Series,2014,Diesel
32DP9CGO,Ashok Leyland Dost,2024,Electric
RZOA2439,Freightliner M2,2006,LNG
W3GMJDEB,Isuzu N-Series,2023,Electric
NK7HH277,Ashok Leyland Dost,2025,Electric
W68O5OOT,Freightliner M2,2010,Diesel
JVXAJTKR,Isuzu N-Series,2013,Electric
XNBZKIZ5,Isuzu N-Series,2006,Diesel
MURQU56K,Freightliner M2,2008,CNG
XJ2W3FQP,Ashok Leyland Dost,2005,Electric
C1I0D1X9,Freightliner M2,2015,LNG
YA8X8C2E,Volvo VNL,2022,CNG
6N5PL6VK,Freightliner M2,2016,CNG
0RP5BF7U,Freightliner M2,2007,Diesel
NBZMKDET,Volvo VNL,2017,CNG
LEGRC96I,Volvo VNL,2019,Diesel
G0BULTF7,Tata Ultra,2010,LNG
9PQYHORL,Freightliner M2,2023,LNG
K9AT8G9Z,Isuzu N-Series,2019,Electric
70TP5CWL,Isuzu N-Series,2010,LNG
LE2B9KHB,Volvo VNL,2015,LNG
MPLA1LFH,Volvo VNL,2021,CNG
9TS9TYL7,Freightliner M2,2016,CNG
LNO34Y5F,Isuzu N-Series,2022,LNG
CKHE3IHL,Isuzu N-Series,2021,Electric
S01EULY5,Tata Ultra,2011,CNG
SR37KNBN,Tata Ultra,2012,Electric
S1JLXU8X,Freightliner M2,2020,Diesel
ZSS4J141,Volvo VNL,2015,Electric
0Q0CJNK5,Ashok Leyland Dost,2017,CNG
Q18PZGKY,Isuzu N-Series,2008,Electric
ZPC4HZP5,Tata Ultra,2011,Diesel
UUKZSP4D,Ashok Leyland Dost,2005,Diesel
5DZJTZRR,Tata Ultra,2020,Diesel
41KX6IJQ,Isuzu N-Series,2023,LNG
EE2MF0BY,Tata Ultra,2020,Diesel
NZFR6YY7,Volvo VNL,2019,Electric
YHXO79SB,Freightliner M2,2023,Electric
J3AFL99V,Ashok Leyland Dost,2021,LNG
75FYBEGH,Tata Ultra,2023,CNG
L0UQUKBP,Freightliner M2,2017,LNG
C3D5W6LI,Freightliner M2,2015,Diesel
3YB8PEOR,Ashok Leyland Dost,2015,CNG
867QY885,Tata Ultra,2006,Diesel
7ZYHBT5O,Freightliner M2,2008,CNG
G7G29SEX,Volvo VNL,2021,Electric
KXQSGWTC,Ashok Leyland Dost,2010,LNG
949OYCJJ,Isuzu N-Series,2005,Diesel
03MK8M2G,Freightliner M2,2018,Electric
YWGZL11R,Volvo VNL,2012,CNG
TXDU7ARR,Ashok Leyland Dost,2023,Diesel
31END7GB,Isuzu N-Series,2025,LNG
0QP3XJCQ,Volvo VNL,2015,CNG
X8CMXNUV,Tata Ultra,2011,Electric
X8RLIF1K,Tata Ultra,2007,LNG
51S01N3R,Ashok Leyland Dost,2020,Electric
V73KSHEW,Tata Ultra,2010,Electric
CIH22MDZ,Tata Ultra,2025,Electric
PJKEDNMS,Tata Ultra,2017,CNG
TPBXSGCH,Freightliner M2,2006,CNG
KKR48R8N,Ashok Leyland Dost,2006,CNG
D598TSPD,Tata Ultra,2020,Diesel
HKOUS0MA,Ashok Leyland Dost,2008,Diesel
TM64R22T,Ashok Leyland Dost,2022,LNG
34NI1UKJ,Tata Ultra,2014,Diesel
49OQD44N,Volvo VNL,2011,CNG
1CZ1I6MA,Volvo VNL,2005,LNG
PS5E10XT,Freightliner M2,2014,LNG
EW1ZCOCH,Isuzu N-Series,2025,LNG
1C4WHKC4,Freightliner M2,2022,CNG
CRXG7P0W,Isuzu N-Series,2014,Electric
TLG1Z75X,Isuzu N-Series,2009,LNG
M66ZMDPR,Volvo VNL,2011,Electric
EWKHYAJT,Isuzu N-Series,2017,Diesel
W9ZAYQZL,Tata Ultra,2016,Electric
SUCQLS1D,Ashok Leyland Dost,2011,LNG
3CWS1C79,Freightliner M2,2016,Electric
B7CT9AM9,Freightliner M2,2021,Diesel
HVYTZFRR,Isuzu N-Series,2005,Diesel
7BAAVF70,Freightliner M2,2010,CNG
XCNE0SZZ,Isuzu N-Series,2012,Electric
BJGBD9PK,Tata Ultra,2022,CNG
L7HUMY6K,Freightliner M2,2021,CNG
ED76RRMY,Isuzu N-Series,2013,LNG
P1L8PKSN,Ashok Leyland Dost,2007,Diesel
K8ZYAJHG,Ashok Leyland Dost,2009,CNG
6BO9ICV0,Isuzu N-Series,2011,Electric
P3HYKOGT,Isuzu N-Series,2025,Electric
Z0RZQ74T,Tata Ultra,2012,LNG
MZ6EKKE1,Volvo VNL,2008,Electric
ZO66YEQ9,Ashok Leyland Dost,2006,Diesel
9ETNYA40,Tata Ultra,2014,Diesel
6V37KYW5,Tata Ultra,2013,LNG
Q619L2J2,Freightliner M2,2014,CNG
D3A6GNY0,Tata Ultra,2022,Electric
1SGQ06CV,Ashok Leyland Dost,2025,CNG
ZO96FNNA,Volvo VNL,2011,LNG
YNW6SYEW,Ashok Leyland Dost,2019,Diesel
KK26THS3,Volvo VNL,2013,CNG
KPO27T6J,Volvo VNL,2018,LNG
IO93UGF8,Freightliner M2,2016,Electric
OMW5L0J9,Ashok Leyland Dost,2015,Diesel
J1KR87CL,Ashok Leyland Dost,2006,LNG
7I9YLPBN,Isuzu N-Series,2007,Electric
FKAD1WGQ,Isuzu N-Series,2012,LNG
FLQ6C9OJ,Freightliner M2,2017,Electric
WQF4K6OY,Ashok Leyland Dost,2024,CNG
H15LZ7G0,Isuzu N-Series,2019,LNG
ERH1XJ5J,Ashok Leyland Dost,2006,Diesel
X6SXS42Q,Freightliner M2,2011,Diesel
H6E2H5C0,Volvo VNL,2011,LNG
F47L5M1Q,Volvo VNL,2023,Diesel
2AELVGKN,Ashok Leyland Dost,2007,LNG
YB2O4AW3,Isuzu N-Series,2021,LNG
FC0L6MJK,Isuzu N-Series,2005,LNG
L83I50Y3,Tata Ultra,2005,LNG
HRRXB575,Ashok Leyland Dost,2015,Electric
JLM6DF4B,Freightliner M2,2011,LNG
8RHAGA4S,Volvo VNL,2012,LNG
JOGSYH3C,Isuzu N-Series,2012,Electric
819K5NEY,Freightliner M2,2008,LNG
2F2P0LRN,Tata Ultra,2010,Electric
E1QRR4D5,Volvo VNL,2022,Diesel
0UJN7L83,Isuzu N-Series,2014,LNG
MQBQ24MD,Freightliner M2,2019,Electric
7R12O0QM,Isuzu N-Series,2011,Electric
0IMB1202,Isuzu N-Series,2013,CNG
2W8EQ0ES,Freightliner M2,2006,CNG
GXRG0JBK,Volvo VNL,2007,LNG
6WJH7OOH,Freightliner M2,2009,CNG
ITBLT1JV,Isuzu N-Series,2019,Electric
97VGWBCC,Ashok Leyland Dost,2020,CNG
6L55ZHFO,Freightliner M2,2019,Diesel
IHU0699S,Freightliner M2,2009,Diesel
7A3IO567,Ashok Leyland Dost,2019,Electric
T3C3UFT0,Freightliner M2,2006,Electric
HIV6J498,Ashok Leyland Dost,2010,Electric
A3ZVNXP8,Ashok Leyland Dost,2019,Diesel
XEXXX6IV,Ashok Leyland Dost,2013,Electric
4X3TQF14,Freightliner M2,2014,CNG
ZTMOWWQC,Isuzu N-Series,2007,LNG
0W3WAUHQ,Isuzu N-Series,2008,CNG
I70U740O,Ashok Leyland Dost,2009,Diesel
YLCXWB6Z,Tata Ultra,2007,CNG
277O0DGL,Freightliner M2,2005,Electric
HMLLBAVD,Ashok Leyland Dost,2008,LNG
G515BC8R,Tata Ultra,2017,CNG
R84ZLWNP,Tata Ultra,2009,Diesel
UEIJPPKX,Ashok Leyland Dost,2005,Diesel
5K4SN725,Isuzu N-Series,2021,CNG
46LQNBBW,Tata Ultra,2008,LNG
NURYPKJV,Tata Ultra,2014,CNG
QTMSYXJF,Tata Ultra,2013,LNG
Y8DYKPOY,Tata Ultra,2023,CNG
GT6YNLYN,Ashok Leyland Dost,2023,LNG
F8YVAU8V,Volvo VNL,2008,Electric
QPR0QXA6,Freightliner M2,2008,Diesel
73QQRXOC,Volvo VNL,2015,LNG
0WUAS7S2,Isuzu N-Series,2005,CNG
DATI2GRF,Tata Ultra,2012,Electric
M1BOH87L,Volvo VNL,2025,Diesel
WX69WAQP,Tata Ultra,2011,Electric
I946SKKJ,Ashok Leyland Dost,2009,Diesel
70GQQ02S,Tata Ultra,2017,Diesel
RZHYOQNY,Isuzu N-Series,2013,CNG
SHD2WTTW,Ashok Leyland Dost,2017,LNG
GOMZXSQQ,Freightliner M2,2024,LNG
2OU1QLB6,Tata Ultra,2023,Electric
XB243N10,Isuzu N-Series,2022,CNG
N6OYJ9XK,Ashok Leyland Dost,2020,LNG
K6ONF8CB,Tata Ultra,2013,LNG
JWCYVZEK,Volvo VNL,2024,CNG
EG1S2UAM,Volvo VNL,2007,CNG
2JB4QAKR,Freightliner M2,2011,Electric
51VDT3D7,Volvo VNL,2005,LNG
R5ZL8XAE,Freightliner M2,2019,CNG
OWTS4IDS,Isuzu N-Series,2008,Electric
LR5NM4R7,Freightliner M2,2018,Electric
OS9G30IP,Ashok Leyland Dost,2015,CNG
SYXTY8UP,Volvo VNL,2022,Diesel
AIDJS1LN,Volvo VNL,2014,Diesel
3HTEQB19,Isuzu N-Series,2012,CNG
QTQTMHI1,Isuzu N-Series,2009,CNG
VU2NF03E,Ashok Leyland Dost,2010,LNG
9I8KGTWU,Freightliner M2,2018,LNG
S4SCMT2E,Isuzu N-Series,2012,CNG
X62EAK9A,Ashok Leyland Dost,2023,CNG
W7EQ9530,Ashok Leyland Dost,2018,Diesel
2D4PDJ2Y,Isuzu N-Series,2005,CNG
0DWDZFIE,Tata Ultra,2014,Diesel
I337YGAN,Ashok Leyland Dost,2014,CNG
XO0SPGFX,Volvo VNL,2008,CNG
H2TQ5HQ4,Volvo VNL,2019,LNG
I0JV0IZJ,Volvo VNL,2016,Electric
Y08FI9N8,Ashok Leyland Dost,2011,LNG
6B8NV9EH,Freightliner M2,2015,LNG
835N8BF3,Volvo VNL,2023,LNG
BNHG2145,Isuzu N-Series,2005,CNG
70YKV5PI,Tata Ultra,2017,Diesel
0V8I2ZZ3,Tata Ultra,2006,Electric
C75EZ40V,Isuzu N-Series,2020,Electric
